time,model_output_L,model_output_R,net_torque_L,net_torque_R,bio_torque_L,bio_torque_R,scaled_torque_L,scaled_torque_R,delayed_torque_L,delayed_torque_R,filtered_torque_L,filtered_torque_R,applied_torque_L,applied_torque_R,mtr_cmd_L,mtr_cmd_R,actual_torque_L,actual_torque_R,gpio_output
0.28000378608703613,0.05306758,0.028325737,3.8208656,2.039453,3.0206435,1.2917242,0.6041287,0.25834486,0.70508295,0.38693643,0.7767007,0.67154104,0.7767007,0.67154104,0.7767007,0.67154104,1.41,-1.3900000000000001,0
0.29000258445739746,0.054585487,0.03014721,3.930155,2.170599,3.1534543,1.499058,0.6306909,0.2998116,0.7179751,0.21040979,0.75034755,0.560157,0.75034755,0.560157,0.75034755,0.560157,1.3800000000000001,-1.3,0
0.3000044822692871,0.0495764,0.02900879,3.569501,2.088633,2.8191533,1.528476,0.5638307,0.3056952,0.72670364,0.20234135,0.7304533,0.43117172,0.7304533,0.43117172,0.7304533,0.43117172,1.34,-1.18,0
0.31000208854675293,0.04107614,0.025669396,2.9574819,1.8481965,2.2270286,1.4170249,0.44540572,0.28340498,0.7054779,0.26884627,0.7192086,0.32121348,0.7192086,0.32121348,0.7192086,0.32121348,1.3,-0.99,0
0.3200035095214844,0.037433162,0.016789652,2.6951876,1.2088549,1.975979,0.88764143,0.3951958,0.17752829,0.69681346,0.23403752,0.71170926,0.25485864,0.71170926,0.25485864,0.71170926,0.25485864,1.28,0.76,0
0.3300018310546875,0.035080403,0.01216004,2.525789,0.8755229,1.8140798,0.62066424,0.36281595,0.12413285,0.6348825,0.22687545,0.7010012,0.22371419,0.7010012,0.22371419,0.7010012,0.22371419,1.24,0.55,0
0.34000229835510254,0.030450791,0.007378638,2.192457,0.5312619,1.4914558,0.30754775,0.29829118,0.06150955,0.6041287,0.25834486,0.6808438,0.21431658,0.6808438,0.21431658,0.6808438,0.21431658,1.25,0.49,0
0.3500022888183594,0.028173938,0.0038115606,2.0285234,0.27443236,1.3476796,0.060115784,0.26953593,0.012023157,0.6306909,0.2998116,0.65568966,0.22299136,0.65568966,0.22299136,0.65568966,0.22299136,1.21,0.38,0
0.3600032329559326,0.025214024,-0.0014252067,1.8154097,-0.10261488,1.15972,-0.32560623,0.231944,-0.06512125,0.5638307,0.3056952,0.63225895,0.24489978,0.63225895,0.24489978,0.63225895,0.24489978,1.17,0.34,0
0.37000203132629395,0.022709481,-0.0027154312,1.6350827,-0.19551104,1.0028238,-0.44041082,0.20056477,-0.088082165,0.44540572,0.28340498,0.600645,0.268447,0.600645,0.268447,0.600645,0.268447,1.1500000000000001,0.43,0
0.3800022602081299,0.019673668,-0.0061307177,1.4165041,-0.44141167,0.81585914,-0.70985866,0.16317183,-0.14197174,0.3951958,0.17752829,0.55030936,0.276565,0.55030936,0.276565,0.55030936,0.276565,1.09,0.41000000000000003,0
0.3900017738342285,0.017472707,-0.0075727254,1.258035,-0.54523623,0.7077256,-0.8218012,0.14154512,-0.16436024,0.36281595,0.12413285,0.48888054,0.25673404,0.48888054,0.25673404,0.48888054,0.25673404,1.03,0.43,0
0.40000414848327637,0.015878908,-0.0068896636,1.1432815,-0.49605578,0.65440094,-0.75278986,0.13088019,-0.15055798,0.29829118,0.06150955,0.4273394,0.21214673,0.4273394,0.21214673,0.4273394,0.21214673,-0.97,0.45,0
0.4100015163421631,0.013602048,-0.008028097,0.97934747,-0.578023,0.55200803,-0.7901697,0.11040161,-0.15803395,0.26953593,0.012023157,0.36952803,0.15398209,0.36952803,0.15398209,0.36952803,0.15398209,-0.72,0.39,0
0.4200015068054199,0.008441173,-0.008028097,0.6077644,-0.578023,0.2382364,-0.7320051,0.04764728,-0.14640103,0.231944,-0.06512125,0.31808734,0.08980243,0.31808734,0.08980243,0.31808734,0.08980243,-0.8,0.39,0
0.43000197410583496,0.0021418706,-0.008331679,0.15421468,-0.5998809,-0.16387266,-0.6896833,-0.032774534,-0.13793667,0.20056477,-0.088082165,0.27402833,0.025162252,0.27402833,0.025162252,0.27402833,0.025162252,-0.62,0.27,0
0.4400019645690918,0.00365977,-0.008028097,0.26350343,-0.578023,-0.010524899,-0.6031853,-0.0021049797,-0.12063706,0.16317183,-0.14197174,0.23561303,-0.03416335,0.23561303,-0.03416335,0.23561303,-0.03416335,-0.53,0.13,0
0.45000219345092773,-0.0025636405,-0.010229059,-0.18458211,-0.7364922,-0.42019516,-0.70232886,-0.08403903,-0.14046578,0.14154512,-0.16436024,0.20127247,-0.08561712,0.20127247,-0.08561712,0.20127247,-0.08561712,-0.45,0.07,0
0.4600036144256592,-0.0027154312,-0.021157973,-0.19551104,-1.5233741,-0.39678353,-1.437757,-0.07935671,-0.2875514,0.13088019,-0.15055798,0.17172037,-0.12566261,0.17172037,-0.12566261,0.17172037,-0.12566261,-0.41000000000000003,0.05,0
0.4700019359588623,-0.004005648,-0.026015267,-0.28840667,-1.8730992,-0.46012706,-1.7474366,-0.092025414,-0.34948733,0.11040161,-0.15803395,0.1478397,-0.15034609,0.1478397,-0.15034609,0.1478397,-0.15034609,-0.29,0.14,0
0.48000335693359375,-0.0016528964,-0.027267545,-0.11900854,-1.9632633,-0.26684824,-1.8129172,-0.05336965,-0.36258346,0.04764728,-0.14640103,0.1250284,-0.1613208,0.1250284,-0.1613208,0.1250284,-0.1613208,-0.27,0.18,0
0.4900021553039551,-0.00043857098,-0.029961824,-0.03157711,-2.1572514,-0.15660551,-1.9959306,-0.031321105,-0.3991861,-0.032774534,-0.13793667,0.09354104,-0.16203927,0.09354104,-0.16203927,0.09354104,-0.16203927,-0.27,0.25,0
0.5000033378601074,0.0038115606,-0.025597848,0.27443236,-1.843045,0.18089132,-1.6810057,0.036178265,-0.33620116,-0.0021049797,-0.12063706,0.0539541,-0.15523647,0.0539541,-0.15523647,0.0539541,-0.15523647,-0.21,0.24,0
0.5100018978118896,0.0066955835,-0.024573259,0.482082,-1.7692747,0.4281279,-1.6140382,0.08562558,-0.32280764,-0.08403903,-0.14046578,0.014890918,-0.14559712,0.014890918,-0.14559712,0.014890918,-0.14559712,-0.16,0.25,0
0.5200035572052002,0.008517072,-0.017818585,0.61322916,-1.2829381,0.59833825,-1.137341,0.11966765,-0.22746821,-0.07935671,-0.2875514,-0.022085082,-0.14881758,-0.022085082,-0.14881758,-0.022085082,-0.14881758,-0.11,0.28,0
0.5300021171569824,0.009276025,-0.01030495,0.6678738,-0.7419564,0.6899589,-0.5931388,0.13799177,-0.118627764,-0.092025414,-0.34948733,-0.053972345,-0.18183652,-0.053972345,-0.18183652,-0.053972345,-0.18183652,-0.03,0.27,0
0.5400035381317139,0.010490343,-0.0089388415,0.7553047,-0.6435966,0.80927706,-0.46176007,0.16185541,-0.09235202,-0.05336965,-0.36258346,-0.07394087,-0.237408,-0.07394087,-0.237408,-0.07394087,-0.237408,-0.04,0.15,0
0.550001859664917,0.011097506,-0.0051440746,0.7990204,-0.37037337,0.8729613,-0.13296537,0.17459226,-0.026593074,-0.031321105,-0.3991861,-0.07775361,-0.29570863,-0.07775361,-0.29570863,-0.07775361,-0.29570863,-0.1,0.31,0
0.5600025653839111,0.013298467,-0.0003626719,0.9574896,-0.026112378,1.0352433,0.26959625,0.20704865,0.053919252,0.036178265,-0.33620116,-0.063733146,-0.3409779,-0.063733146,-0.3409779,-0.063733146,-0.3409779,-0.16,0.36,0
0.5700027942657471,0.014816374,0.003280297,1.0667789,0.23618138,1.130512,0.5771593,0.2261024,0.11543186,0.08562558,-0.32280764,-0.032204974,-0.3617215,-0.032204974,-0.3617215,-0.032204974,-0.3617215,-0.11,0.42,0
0.5800039768218994,0.01807987,0.005708948,1.3017507,0.41104424,1.3339556,0.77276576,0.26679114,0.15455316,0.11966765,-0.22746821,0.011563908,-0.354257,0.011563908,-0.354257,0.011563908,-0.354257,-0.13,0.5,0
0.5900020599365234,0.0224818,0.005025886,1.6186895,0.3618638,1.6071256,0.7161208,0.32142514,0.14322416,0.13799177,-0.118627764,0.057740185,-0.31605464,0.057740185,-0.31605464,0.057740185,-0.31605464,-0.07,-0.52,0
0.6000020503997803,0.02035673,0.008668862,1.4656845,0.6241581,1.4079443,0.9402127,0.28158888,0.18804255,0.16185541,-0.09235202,0.09882907,-0.25258413,0.09882907,-0.25258413,0.09882907,-0.25258413,0.0,-0.61,0
0.6100020408630371,0.02263359,0.0039633512,1.6296184,0.2853613,1.5307894,0.5379454,0.3061579,0.10758908,0.17459226,-0.026593074,0.1320459,-0.18048605,0.1320459,-0.18048605,0.1320459,-0.18048605,-0.03,-0.5700000000000001,0
0.6200051307678223,0.025289923,0.009124234,1.8208745,0.6569449,1.6888286,0.83743095,0.33776572,0.16748619,0.20704865,0.053919252,0.15856795,-0.10820509,0.15856795,-0.10820509,0.15856795,-0.10820509,-0.11,-0.5,0
0.6300020217895508,0.033866078,0.013298467,2.4383576,0.9574896,2.2797897,1.0656947,0.45595795,0.21313894,0.2261024,0.11543186,0.18169333,-0.035904452,0.18169333,-0.035904452,0.18169333,-0.035904452,-0.2,0.31,0
0.6400041580200195,0.038343906,0.017320916,2.7607613,1.247106,2.579068,1.2830104,0.5158136,0.25660208,0.26679114,0.15455316,0.20468143,0.033264685,0.20468143,0.033264685,0.20468143,0.033264685,-0.16,0.26,0
0.6500022411346436,0.042138666,0.019749567,3.033984,1.4219688,2.8293025,1.3887042,0.5658605,0.27774084,0.32142514,0.14322416,0.23187014,0.09114087,0.23187014,0.09114087,0.23187014,0.09114087,-0.32,0.09,0
0.6600029468536377,0.04494679,0.02620066,3.2361689,1.8864474,3.0042987,1.7953066,0.60085976,0.35906133,0.28158888,0.18804255,0.260885,0.13287285,0.260885,0.13287285,0.260885,0.13287285,-0.31,0.06,0
0.6700022220611572,0.04661648,0.028781101,3.3563867,2.0722394,3.0955017,1.9393666,0.61910033,0.38787332,0.3061579,0.10758908,0.2827932,0.15653558,0.2827932,0.15653558,0.2827932,0.15653558,-0.39,0.13,0
0.6800045967102051,0.04729955,0.034017876,3.4055676,2.449287,3.1227744,2.2927513,0.6245549,0.45855027,0.33776572,0.16748619,0.29861602,0.16256419,0.29861602,0.16256419,0.29861602,0.16256419,-0.4,0.19,0
0.6900019645690918,0.045705736,0.03705369,3.290813,2.6678658,2.992197,2.5053015,0.5984394,0.5010603,0.45595795,0.21313894,0.3215517,0.16542001,0.3215517,0.16542001,0.3215517,0.16542001,-0.48,0.23,0
0.7000017166137695,0.048589766,0.039710015,3.4984632,2.859121,3.1769114,2.693701,0.6353823,0.5387402,0.5158136,0.25660208,0.36335012,0.17932677,0.36335012,0.17932677,0.36335012,0.17932677,-0.51,0.28,0
0.7100019454956055,0.05094251,0.04084845,3.6678607,2.9410882,3.3045106,2.7617614,0.66090214,0.5523523,0.5658605,0.27774084,0.42108077,0.20441212,0.42108077,0.20441212,0.42108077,0.20441212,-0.52,0.26,0
0.720003604888916,0.053447053,0.04122792,3.848188,2.9684105,3.427107,2.7639983,0.6854214,0.55279964,0.60085976,0.35906133,0.48296168,0.23861259,0.48296168,0.23861259,0.48296168,0.23861259,-0.62,0.28,0
0.7300019264221191,0.056710556,0.043504775,4.08316,3.1323438,3.6001983,2.893731,0.72003967,0.57874626,0.61910033,0.38787332,0.53918713,0.28168824,0.53918713,0.28168824,0.53918713,0.28168824,0.68,0.3,0
0.7400047779083252,0.060733005,0.04464321,4.3727765,3.2143111,3.8335893,2.932623,0.76671785,0.5865246,0.6245549,0.45855027,0.58309686,0.33094493,0.58309686,0.33094493,0.58309686,0.33094493,-0.89,0.39,0
0.750002384185791,0.062250912,0.046009317,4.4820657,3.3126707,3.8989687,2.9817257,0.77979374,0.5963451,0.5984394,0.5010603,0.61027956,0.38380876,0.61027956,0.38380876,0.61027956,0.38380876,0.91,0.48,0
0.7600035667419434,0.062099114,0.049652293,4.471136,3.574965,3.8608565,3.1911561,0.7721713,0.6382312,0.6353823,0.5387402,0.6225595,0.43694216,0.6225595,0.43694216,0.6225595,0.43694216,1.0,-0.54,0
0.7700023651123047,0.062250912,0.051929146,4.4820657,3.7388985,3.8595061,3.3019564,0.77190125,0.6603913,0.66090214,0.5523523,0.630318,0.48471949,0.630318,0.48471949,0.630318,0.48471949,1.05,-0.65,0
0.780003547668457,0.060429424,0.05147378,4.350919,3.7061124,3.7206008,3.2213929,0.7441202,0.6442786,0.6854214,0.55279964,0.64170545,0.5218028,0.64170545,0.5218028,0.64170545,0.5218028,1.09,-0.77,0
0.790001630783081,0.05875972,0.05063893,4.2306995,3.6460028,3.588994,3.1241999,0.7177988,0.62483996,0.72003967,0.57874626,0.658883,0.5471945,0.658883,0.5471945,0.658883,0.5471945,1.1,-0.84,0
0.8000054359436035,0.060277626,0.05519265,4.339989,3.9738708,3.681106,3.4266763,0.73622125,0.6853353,0.76671785,0.5865246,0.6832887,0.564964,0.6832887,0.564964,0.6832887,0.564964,1.1300000000000001,-0.89,0
0.810002326965332,0.06194733,0.05519265,4.460208,3.9738708,3.7769194,3.4089067,0.7553839,0.68178135,0.77979374,0.5963451,0.7136077,0.5782546,0.7136077,0.5782546,0.7136077,0.5782546,1.33,-0.96,0
0.8200058937072754,0.060429424,0.061795533,4.350919,4.4492784,3.637311,3.8710237,0.72746223,0.77420473,0.7721713,0.6382312,0.74258566,0.59078515,0.74258566,0.59078515,0.74258566,0.59078515,1.22,-0.93,0
0.8300025463104248,0.06255449,0.0639206,4.5039234,4.6022835,3.7613378,4.0114985,0.75226754,0.8022997,0.77190125,0.6603913,0.7630266,0.6074291,0.7630266,0.6074291,0.7630266,0.6074291,1.27,-1.02,0
0.8400042057037354,0.062858075,0.062858075,4.5257816,4.5257816,3.762755,3.9183526,0.752551,0.78367054,0.7441202,0.6442786,0.7720034,0.6260084,0.7720034,0.6260084,0.7720034,0.6260084,1.27,1.08,0
0.8500022888183594,0.06680462,0.05982226,4.8099327,4.307203,4.0379295,3.6811943,0.8075859,0.7362389,0.7177988,0.62483996,0.7682841,0.63838327,0.7682841,0.63838327,0.7682841,0.63838327,1.3800000000000001,1.12,0
0.8600037097930908,0.06634925,0.059974045,4.7771463,4.3181314,4.0088625,3.679748,0.80177253,0.73594964,0.73622125,0.6853353,0.75614494,0.64522934,0.75614494,0.64522934,0.75614494,0.64522934,1.37,-1.09,0
0.8700025081634521,0.068777904,0.059670463,4.952009,4.296273,4.195864,3.651044,0.83917284,0.7302088,0.7553839,0.68178135,0.745808,0.6545564,0.745808,0.6545564,0.745808,0.6545564,1.31,-1.07,0
0.8800020217895508,0.06953685,0.0639206,5.0066533,4.6022835,4.260845,3.9477272,0.85216904,0.7895455,0.72746223,0.77420473,0.74094856,0.67222667,0.74094856,0.67222667,0.74094856,0.67222667,1.31,-1.1300000000000001,0
0.8900022506713867,0.07135834,0.06559029,5.1378,4.722501,4.3968515,4.050274,0.87937033,0.8100548,0.75226754,0.8022997,0.7388604,0.7026975,0.7388604,0.7026975,0.7388604,0.7026975,1.31,-1.09,0
0.9000020027160645,0.072420865,0.06938507,5.214302,4.9957247,4.4754415,4.293027,0.8950883,0.8586054,0.752551,0.78367054,0.7399618,0.7389989,0.7399618,0.7389989,0.7399618,0.7389989,1.31,-1.16,0
0.910001277923584,0.0718137,0.070751175,5.1705866,5.0940847,4.430625,4.355086,0.886125,0.87101716,0.8075859,0.7362389,0.74750656,0.76409465,0.74750656,0.76409465,0.74750656,0.76409465,1.33,-1.17,0
0.9200015068054199,0.07226908,0.07393877,5.203374,5.3235917,4.4558673,4.559497,0.8911735,0.9118994,0.80177253,0.73594964,0.7627272,0.7701182,0.7627272,0.7701182,0.7627272,0.7701182,1.33,-1.25,0
0.9300017356872559,0.072117284,0.07302803,5.1924443,5.258018,4.429717,4.4879,0.8859434,0.89757997,0.83917284,0.7302088,0.7824606,0.76301754,0.7824606,0.76301754,0.7824606,0.76301754,1.29,-1.36,0
0.9400019645690918,0.07257266,0.075304896,5.2252316,5.4219522,4.442771,4.6589346,0.8885542,0.93178695,0.85216904,0.7895455,0.80426246,0.7556237,0.80426246,0.7556237,0.80426246,0.7556237,1.34,-1.28,0
0.9500019550323486,0.07257266,0.07257266,5.2252316,5.2252316,4.420969,4.469608,0.88419384,0.89392155,0.87937033,0.8100548,0.82714677,0.75910527,0.82714677,0.75910527,0.82714677,0.75910527,1.33,-1.3,0
0.9600014686584473,0.07378699,0.07166192,5.312663,5.1596584,4.4855165,4.400553,0.8971033,0.8801107,0.8950883,0.8586054,0.84990984,0.7761812,0.84990984,0.7761812,0.84990984,0.7761812,1.42,-1.27,0
0.970001220703125,0.074545935,0.071206555,5.367307,5.126872,4.5173974,4.350691,0.9034795,0.87013817,0.886125,0.87101716,0.8698317,0.8030322,0.8698317,0.8030322,0.8698317,0.8030322,1.45,-1.27,0
0.98000168800354,0.07424235,0.06953685,5.3454494,5.0066533,4.475618,4.203621,0.8951236,0.8407242,0.8911735,0.9118994,0.8833969,0.8343806,0.8833969,0.8343806,0.8833969,0.8343806,1.48,-1.35,0
0.9900016784667969,0.07424235,0.06892969,5.3454494,4.9629374,4.4620523,4.1285567,0.89241046,0.82571137,0.8859434,0.89757997,0.8904016,0.8645138,0.8904016,0.8645138,0.8904016,0.8645138,1.5,-1.34,0
1.0000040531158447,0.074849516,0.06984043,5.389165,5.028511,4.498763,4.163997,0.8997526,0.83279943,0.8885542,0.93178695,0.89261913,0.8891482,0.89261913,0.8891482,0.89261913,0.8891482,1.53,-1.44,0
1.0100014209747314,0.075304896,0.069081485,5.4219522,4.973867,4.529333,4.0847187,0.9058666,0.81694376,0.88419384,0.89392155,0.8919675,0.90596044,0.8919675,0.90596044,0.8919675,0.90596044,1.54,-1.55,0
1.0200023651123047,0.075001314,0.069081485,5.4000945,4.973867,4.508127,4.0679064,0.90162545,0.8135813,0.8971033,0.8801107,0.89076596,0.91127485,0.89076596,0.91127485,0.89076596,0.91127485,1.57,-1.55,0
1.0300018787384033,0.07545668,0.06847432,5.432881,4.930151,4.5421147,4.018876,0.90842295,0.80377525,0.9034795,0.87013817,0.8915392,0.9053188,0.8915392,0.9053188,0.8915392,0.9053188,1.56,-1.58,0
1.0400025844573975,0.075304896,0.06847432,5.4219522,4.930151,4.530413,4.0248322,0.90608263,0.80496645,0.8951236,0.8407242,0.89408636,0.8920562,0.89408636,0.8920562,0.89408636,0.8920562,1.54,-1.7,0
1.050001859664917,0.07409057,0.066197455,5.3345213,4.7662168,4.440435,3.8741605,0.888087,0.7748321,0.89241046,0.82571137,0.8957984,0.8737024,0.8957984,0.8737024,0.8957984,0.8737024,1.54,-1.62,0
1.060002088546753,0.074849516,0.06513493,5.389165,4.689715,4.4933667,3.8160124,0.89867336,0.7632025,0.8997526,0.83279943,0.8962692,0.8546677,0.8962692,0.8546677,0.8962692,0.8546677,1.61,-1.57,0
1.0700018405914307,0.07591206,0.06543851,5.465668,4.7115726,4.569399,3.856905,0.9138798,0.771381,0.9058666,0.81694376,0.8973206,0.83936197,0.8973206,0.83936197,0.8973206,0.83936197,1.55,-1.53,0
1.0800020694732666,0.07576026,0.064831346,5.4547386,4.667857,4.557418,3.8284953,0.9114836,0.7656991,0.90162545,0.8135813,0.899362,0.8278376,0.899362,0.8278376,0.899362,0.8278376,1.56,-1.53,0
1.0900018215179443,0.07439415,0.06543851,5.356379,4.7115726,4.457017,3.8837352,0.8914034,0.77674705,0.90842295,0.80377525,0.90156007,0.81879896,0.90156007,0.81879896,0.90156007,0.81879896,1.57,-1.59,0
1.1000025272369385,0.0719655,0.06498313,5.181516,4.6787853,4.279956,3.8599863,0.8559912,0.7719973,0.90608263,0.80496645,0.9037028,0.81175596,0.9037028,0.81175596,0.9037028,0.81175596,1.56,-1.49,0
1.110001564025879,0.07135834,0.06513493,5.1378,4.689715,4.2340975,3.877959,0.8468195,0.7755918,0.888087,0.7748321,0.9041734,0.80490357,0.9041734,0.80490357,0.9041734,0.80490357,1.57,-1.37,0
1.1200025081634521,0.071206555,0.06331344,5.126872,4.5585675,4.2226987,3.753664,0.84453976,0.75073284,0.89867336,0.7632025,0.9019552,0.79520917,0.9019552,0.79520917,0.9019552,0.79520917,1.62,-1.35,0
1.1300041675567627,0.070751175,0.06361702,5.0940847,4.5804253,4.1921296,3.785216,0.83842593,0.75704324,0.9138798,0.771381,0.90046567,0.7839074,0.90046567,0.7839074,0.90046567,0.7839074,1.6400000000000001,-1.3900000000000001,0
1.1400020122528076,0.07105476,0.06467956,5.1159425,4.6569285,4.215477,3.8730211,0.8430954,0.77460426,0.9114836,0.7656991,0.90228283,0.7749272,0.90228283,0.7749272,0.90228283,0.7749272,1.58,-1.41,0
1.1500015258789062,0.070751175,0.06756358,5.0940847,4.864578,4.191802,4.0896506,0.8383604,0.81793016,0.8914034,0.77674705,0.9043226,0.7698587,0.9043226,0.7698587,0.9043226,0.7698587,1.55,-1.35,0
1.1600017547607422,0.07135834,0.06801894,5.1378,4.8973637,4.2334776,4.127505,0.84669554,0.82550097,0.8559912,0.7719973,0.90064454,0.7685594,0.90064454,0.7685594,0.90064454,0.7685594,1.56,-1.41,0
1.17000150680542,0.0718137,0.06801894,5.1705866,4.8973637,4.2699423,4.128804,0.85398847,0.82576084,0.8468195,0.7755918,0.8888479,0.76951355,0.8888479,0.76951355,0.8888479,0.76951355,1.6,-1.3800000000000001,0
1.1800012588500977,0.0719655,0.068322524,5.181516,4.919222,4.2926683,4.1497083,0.8585337,0.8299417,0.84453976,0.75073284,0.87310296,0.7696281,0.87310296,0.7696281,0.87310296,0.7696281,1.57,-1.36,0
